run_id,target_distance,repetition_index,current_x,current_y,current_z,current_magnitude,forward_command,dvl_estimated_distance,pose_forward_displacement,pose_euclidean_displacement,absolute_error,percentage_error,lateral_drift,final_position_error,duration,sample_count,stop_reason,mean_dt,std_dt,dt_source,average_pose_speed,max_dvl_forward_velocity,mean_dvl_forward_velocity
target_20m_current_x_0_y_1_z_0_rep_01,20.0,1,0.0,1.0,0.0,1.0,2.0,20.013834236329703,19.90520668029785,20.82834763487308,0.10862755603185192,0.5457243312091371,6.132113193161786,6.1328458310321965,48.826561500000025,1465,target_reached,0.03335147643442625,0.0003304642771872139,wall_clock,0.426578218801524,0.5328243970870972,0.4096440653567784
target_20m_current_x_0_y_1_z_0_rep_02,20.0,2,0.0,1.0,0.0,1.0,2.0,20.013491326110973,20.085041046142578,21.016443829134207,0.07154972003160509,0.3562338750875818,6.18724796641618,6.1878323650087825,49.24674069999992,1478,target_reached,0.033342410765064265,0.00013025781496858174,wall_clock,0.426758066227401,0.5422059893608093,0.4060903725918308
target_20m_current_x_0_y_1_z_0_rep_03,20.0,3,0.0,1.0,0.0,1.0,2.0,20.010925643175707,19.960540771484375,20.886223774879717,0.05038487169133177,0.25242237807159806,6.149077628739178,6.149204234287204,48.950244999999995,1469,target_reached,0.03334485354223433,0.00010857395479310873,wall_clock,0.4266827219124178,0.559087872505188,0.40853951463806765
target_20m_current_x_0_y_2_z_0_rep_01,20.0,1,0.0,2.0,0.0,2.0,2.0,20.011314204762574,19.943355560302734,28.95026820176122,0.06795864445983923,0.34075832552025986,20.985247150063515,20.98532359869148,53.148729900000035,1595,target_reached,0.0333429924090339,0.00010894469698020049,wall_clock,0.5447029168191129,0.5190948843955994,0.376282632780673
target_20m_current_x_0_y_2_z_0_rep_02,20.0,2,0.0,2.0,0.0,2.0,2.0,20.001367644227557,19.956050872802734,28.96862828058324,0.04531677142482238,0.22708286180299683,20.998510852456093,20.99855684437618,53.18268899999998,1596,target_reached,0.03334337868338557,0.00014215780611125326,wall_clock,0.544700330601622,0.5003200769424438,0.37583086491621653
target_20m_current_x_0_y_2_z_0_rep_03,20.0,3,0.0,2.0,0.0,2.0,2.0,20.002142616679052,20.044925689697266,29.097162387667904,0.04278307301821371,0.2134359272791091,21.091368213295937,21.091416060246523,53.41547689999993,1603,target_reached,0.03334299431960046,9.102108568272267e-05,wall_clock,0.544732801733498,0.4880862832069397,0.3742202696618778
target_20m_current_x_neg0p5_y_0_z_0_rep_01,20.0,1,-0.5,0.0,0.0,0.5,2.0,20.003702288943646,19.959113033954054,19.959113033954054,0.04458925498959232,0.22340298846816464,0.0,0.04088696604594588,55.78342999999995,1674,target_reached,0.033343353257621014,0.00010618060684762733,wall_clock,0.3577964466142378,0.521324872970581,0.3583918740514448
target_20m_current_x_neg0p5_y_0_z_0_rep_02,20.0,2,-0.5,0.0,0.0,0.5,2.0,20.006288726877806,20.007529171649367,20.007529171649367,0.0012404447715610445,0.0061998898560585505,0.0,0.007529171649366617,55.918165600000066,1678,target_reached,0.033344165533691156,0.00011943595796368738,wall_clock,0.3578001702482412,0.4984874427318573,0.3575712322297421
target_20m_current_x_neg0p5_y_0_z_0_rep_03,20.0,3,-0.5,0.0,0.0,0.5,2.0,20.005083609220996,20.019635113421828,20.019635113421828,0.014551504200831289,0.07268616095343056,0.0,0.019635113421827555,55.94878840000001,1679,target_reached,0.03334254374255066,0.00010713851117934637,wall_clock,0.35782070865044546,0.5135744214057922,0.35733900831412124
target_20m_current_x_0p5_y_0_z_0_rep_01,20.0,1,0.5,0.0,0.0,0.5,2.0,20.01604487731788,20.00420865183696,20.00420865183696,0.011836225480919893,0.0591686763866712,0.0,0.004208651836961508,42.97852839999996,1290,target_reached,0.03334253560899919,0.00010721390463367899,wall_clock,0.46544657056794386,0.6057094931602478,0.4653713523532993
target_20m_current_x_0p5_y_0_z_0_rep_02,20.0,2,0.5,0.0,0.0,0.5,2.0,20.00226687859194,20.05176838999614,20.05176838999614,0.04950151140420189,0.24686855763254414,0.0,0.051768389996141195,43.08487960000002,1293,target_reached,0.03334743003095977,0.00016212187220289868,wall_clock,0.4654015184945795,0.5969706773757935,0.4639212992474471
target_20m_current_x_0p5_y_0_z_0_rep_03,20.0,3,0.5,0.0,0.0,0.5,2.0,20.000843930839938,19.988354770001024,19.988354770001024,0.01248916083891416,0.062482185165425294,0.0,0.011645229998975992,42.94646839999996,1289,target_reached,0.033343531366459594,0.00010265887903559952,wall_clock,0.46542487693821744,0.5794497728347778,0.46540527171986373
